Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
13,1974,,Hank Webb,24,0,2,0.0,7.2,3,2,1,0,0,0,10.0,15,9,8,1,10,0,8,1,1,0,55,52,5.58,2.5,13.5,0.9,9.0,7.2,0.8,Right,No
14,1974,,Randy Sterling,23,1,1,0.5,4.82,3,2,1,0,0,0,9.1,13,8,5,0,3,0,2,1,0,1,44,78,3.44,1.714,12.5,0.0,2.9,1.9,0.67,Right,No
15,1974,,Nino Espinosa,20,0,0,0.0,5.0,2,1,0,0,0,0,9.0,12,5,5,1,0,0,2,0,2,0,39,75,3.58,1.333,12.0,1.0,0.0,2.0,0.0,Right,No
16,1974,,John Strohmayer,27,0,0,0.0,0.0,1,0,1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,4,0,5.58,1.0,0.0,0.0,9.0,0.0,0.0,Right,No
1,1973,SP,Tom Seaver,28,19,10,0.655,2.08,36,36,0,18,3,0,290.0,219,74,67,23,64,5,251,4,0,5,1147,175,2.57,0.976,6.8,0.7,2.0,7.8,3.92,Right,No
2,1973,SP,Jerry Koosman,30,14,15,0.483,2.84,35,35,0,12,3,0,263.0,234,93,83,18,76,6,156,4,0,3,1071,128,3.18,1.179,8.0,0.6,2.6,5.3,2.05,Left,No
3,1973,SP,Jon Matlack,23,14,16,0.467,3.2,34,34,0,14,3,0,242.0,210,93,86,16,99,14,205,2,0,6,1011,114,2.98,1.277,7.8,0.6,3.7,7.6,2.07,Left,No
4,1973,SP,George Stone,26,12,3,0.8,2.8,27,20,5,2,0,1,148.0,157,53,46,16,31,3,77,0,1,0,621,130,3.56,1.27,9.5,1.0,1.9,4.7,2.48,Left,No
5,1973,SP,Jim McAndrew,29,3,8,0.273,5.38,23,12,8,0,0,1,80.1,109,60,48,9,31,8,38,3,0,5,372,68,4.35,1.743,12.2,1.0,3.5,4.3,1.23,Right,No
6,1973,CL,Tug McGraw,28,5,6,0.455,3.87,60,2,46,0,0,25,118.2,106,53,51,11,55,9,81,3,0,7,503,94,3.87,1.357,8.0,0.8,4.2,6.1,1.47,Left,No
7,1973,RP,Ray Sadecki,32,5,4,0.556,3.39,31,11,7,1,0,1,116.2,109,47,44,11,41,3,87,1,0,3,489,107,3.38,1.286,8.4,0.8,3.2,6.7,2.12,Left,No
8,1973,RP,Harry Parker,25,8,4,0.667,3.35,38,9,16,0,0,5,96.2,79,40,36,7,36,3,63,3,0,2,410,109,3.41,1.19,7.4,0.7,3.4,5.9,1.75,Right,No
9,1973,RP,Phil Hennigan,27,0,4,0.0,6.23,30,0,17,0,0,3,43.1,50,30,30,6,16,6,22,1,0,3,195,59,4.53,1.523,10.4,1.2,3.3,4.6,1.38,Right,No
10,1973,RP,Buzz Capra,25,2,7,0.222,3.86,24,0,10,0,0,4,42.0,35,18,18,4,28,9,35,2,0,3,188,95,4.28,1.5,7.5,0.9,6.0,7.5,1.25,Right,No
11,1973,,John Strohmayer,26,0,0,0.0,8.1,7,0,3,0,0,0,10.0,13,10,9,2,4,1,5,0,0,1,46,47,5.37,1.7,11.7,1.8,3.6,4.5,1.25,Right,No
12,1973,,Craig Swan,22,0,1,0.0,8.64,3,1,0,0,0,0,8.1,16,9,8,2,2,0,4,0,0,0,42,44,5.45,2.16,17.3,2.2,2.2,4.3,2.0,Right,No
13,1973,,Tommy Moore,24,0,1,0.0,10.8,3,1,2,0,0,0,3.1,6,5,4,1,3,0,1,0,0,0,18,38,8.57,2.7,16.2,2.7,8.1,2.7,0.33,Right,No
14,1973,,Hank Webb,23,0,0,0.0,10.8,2,0,0,0,0,0,1.2,2,2,2,1,2,0,1,0,0,1,9,42,12.77,2.4,10.8,5.4,10.8,5.4,0.5,Right,No
15,1973,,Bob Miller,34,0,0,0.0,0.0,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,0,0.57,0.0,0.0,0.0,0.0,9.0,0.0,Right,No
16,1973,,Bob Apodaca,23,0,0,0.0,inf,1,0,0,0,0,0,0.0,0,1,1,0,2,0,0,0,0,0,2,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right,No
1,1972,SP,Tom Seaver,27,21,12,0.636,2.92,35,35,0,13,3,0,262.0,215,92,85,23,77,2,249,5,0,8,1060,115,2.58,1.115,7.4,0.8,2.6,8.6,3.23,Right,No
2,1972,SP,Jon Matlack,22,15,10,0.6,2.32,34,32,1,8,4,0,244.0,215,79,63,14,71,14,169,2,1,7,1003,145,2.66,1.172,7.9,0.5,2.6,6.2,2.38,Left,No
3,1972,SP,Gary Gentry,25,7,10,0.412,4.01,32,26,3,3,0,0,164.0,153,82,73,20,75,5,120,6,0,6,712,84,4.0,1.39,8.4,1.1,4.1,6.6,1.6,Right,No
4,1972,SP,Jerry Koosman,29,11,12,0.478,4.14,34,24,5,4,1,1,163.0,155,81,75,14,52,7,147,6,0,9,692,81,2.78,1.27,8.6,0.8,2.9,8.1,2.83,Left,No
5,1972,SP,Jim McAndrew,28,11,8,0.579,2.8,28,23,3,4,0,1,160.2,133,54,50,12,38,5,81,5,0,6,643,120,3.16,1.064,7.5,0.7,2.1,4.5,2.13,Right,No
6,1972,CL,Tug McGraw,27,8,6,0.571,1.7,54,0,47,0,0,27,106.0,71,26,20,3,40,11,92,3,0,2,419,198,2.25,1.047,6.0,0.3,3.4,7.8,2.3,Left,No
7,1972,RP,Ray Sadecki,31,2,1,0.667,3.09,34,2,13,0,0,0,75.2,73,33,26,3,31,6,38,2,0,2,328,109,3.22,1.374,8.7,0.4,3.7,4.5,1.23,Left,No
8,1972,RP,Danny Frisella,26,5,8,0.385,3.34,39,0,31,0,0,9,67.1,63,31,25,8,20,5,46,0,0,6,284,101,3.47,1.233,8.4,1.1,2.7,6.1,2.3,Right,No
9,1972,RP,Chuck Taylor,30,0,0,0.0,5.52,20,0,8,0,0,2,31.0,44,19,19,2,9,3,9,1,0,0,143,62,3.62,1.71,12.8,0.6,2.6,2.6,1.0,Right,No
10,1972,RP,Bob Rauch,23,0,1,0.0,5.0,19,0,7,0,0,1,27.0,27,16,15,3,21,2,23,0,0,4,126,68,4.47,1.778,9.0,1.0,7.0,7.7,1.1,Right,No
11,1972,,Buzz Capra,24,3,2,0.6,4.58,14,6,2,0,0,0,53.0,50,27,27,7,27,1,45,0,0,1,227,74,3.95,1.453,8.5,1.2,4.6,7.6,1.67,Right,No
12,1972,,Brent Strom,23,0,3,0.0,6.82,11,5,3,0,0,0,30.1,34,25,23,7,15,1,20,0,1,1,134,50,5.56,1.615,10.1,2.1,4.5,5.9,1.33,Left,No
13,1972,,Hank Webb,22,0,0,0.0,4.42,6,2,1,0,0,0,18.1,18,9,9,1,9,1,15,0,0,0,79,78,2.94,1.473,8.8,0.5,4.4,7.4,1.67,Right,No
14,1972,,Tommy Moore,23,0,0,0.0,2.92,3,1,0,0,0,0,12.1,12,4,4,1,1,0,5,0,0,1,47,119,2.89,1.054,8.8,0.7,0.7,3.6,5.0,Right,No
1,1971,SP,Tom Seaver,26,20,10,0.667,1.76,36,35,1,21,4,0,286.1,210,61,56,18,61,2,289,4,1,5,1103,194,1.93,0.946,6.6,0.6,1.9,9.1,4.74,Right,No
2,1971,SP,Gary Gentry,24,12,11,0.522,3.23,32,31,0,8,3,0,203.1,167,84,73,16,82,8,155,6,0,2,850,105,3.25,1.225,7.4,0.7,3.6,6.9,1.89,Right,No
3,1971,SP,Jerry Koosman,28,6,11,0.353,3.04,26,24,0,4,0,0,165.2,160,66,56,12,51,4,96,1,0,7,694,112,3.18,1.274,8.7,0.7,2.8,5.2,1.88,Left,No
4,1971,SP,Ray Sadecki,30,7,7,0.5,2.92,34,20,3,5,2,0,163.1,139,56,53,10,44,5,120,4,0,0,664,117,2.66,1.12,7.7,0.6,2.4,6.6,2.73,Left,No
5,1971,SP,Nolan Ryan,24,10,14,0.417,3.97,30,26,1,3,0,0,152.0,125,78,67,8,116,4,137,15,1,6,705,86,3.92,1.586,7.4,0.5,6.9,8.1,1.18,Right,No
6,1971,CL,Danny Frisella,25,8,5,0.615,1.99,53,0,42,0,0,12,90.2,76,28,20,6,30,9,93,3,1,5,376,172,2.35,1.169,7.5,0.6,3.0,9.2,3.1,Right,No
7,1971,RP,Tug McGraw,26,11,4,0.733,1.7,51,1,34,0,0,8,111.0,73,22,21,4,41,11,109,3,0,6,441,201,2.14,1.027,5.9,0.3,3.3,8.8,2.66,Left,No
8,1971,RP,Charlie Williams,23,5,6,0.455,4.78,31,9,8,1,0,0,90.1,92,53,48,7,41,8,53,2,0,1,398,71,3.71,1.472,9.2,0.7,4.1,5.3,1.29,Right,No
9,1971,RP,Jim McAndrew,27,2,5,0.286,4.38,24,10,4,0,0,0,90.1,78,50,44,10,32,5,42,1,0,6,382,78,4.06,1.218,7.8,1.0,3.2,4.2,1.31,Right,No
10,1971,RP,Ron Taylor,33,2,2,0.5,3.65,45,0,25,0,0,2,69.0,71,28,28,7,11,6,32,1,0,0,281,94,3.36,1.188,9.3,0.9,1.4,4.2,2.91,Right,No
11,1971,,Jon Matlack,21,0,3,0.0,4.14,7,6,1,0,0,0,37.0,31,18,17,2,15,0,24,0,0,3,153,83,3.07,1.243,7.5,0.5,3.6,5.8,1.6,Left,No
12,1971,,Buzz Capra,23,0,1,0.0,8.44,3,0,1,0,0,0,5.1,3,6,5,0,5,1,6,0,0,0,24,44,3.01,1.5,5.1,0.0,8.4,10.1,1.2,Right,No
13,1971,,Don Rose,24,0,0,0.0,0.0,1,0,0,0,0,0,2.0,2,0,0,0,0,0,1,0,0,0,7,0,1.45,1.0,9.0,0.0,0.0,4.5,0.0,Right,No
1,1970,SP,Tom Seaver,25,18,12,0.6,2.82,37,36,1,19,2,0,290.2,230,103,91,21,83,8,283,4,0,6,1173,143,2.53,1.077,7.1,0.7,2.6,8.8,3.41,Right,No
2,1970,SP,Jerry Koosman,27,12,7,0.632,3.14,30,29,0,5,1,0,212.0,189,87,74,22,71,14,118,2,3,7,884,128,3.91,1.226,8.0,0.9,3.0,5.0,1.66,Left,No
3,1970,SP,Gary Gentry,23,9,9,0.5,3.68,32,29,1,5,2,1,188.1,155,88,77,19,86,7,134,9,1,6,798,109,4.04,1.28,7.4,0.9,4.1,6.4,1.56,Right,No
4,1970,SP,Jim McAndrew,26,10,14,0.417,3.56,32,27,3,9,3,2,184.1,166,77,73,18,38,6,111,2,0,6,745,113,3.35,1.107,8.1,0.9,1.9,5.4,2.92,Right,No
5,1970,SP,Ray Sadecki,29,8,4,0.667,3.89,28,19,2,4,0,0,138.2,134,67,60,18,52,9,89,0,0,5,592,103,4.17,1.341,8.7,1.2,3.4,5.8,1.71,Left,No
6,1970,SP,Nolan Ryan,23,7,11,0.389,3.42,27,19,4,5,2,1,131.2,86,59,50,10,97,2,125,4,0,8,570,118,4.03,1.39,5.9,0.7,6.6,8.5,1.29,Right,No
7,1970,CL,Ron Taylor,32,5,4,0.556,3.93,57,0,40,0,0,13,66.1,65,31,29,5,16,10,28,0,0,1,275,103,3.5,1.221,8.8,0.7,2.2,3.8,1.75,Right,No
8,1970,RP,Tug McGraw,25,4,6,0.4,3.28,57,0,32,0,0,10,90.2,77,40,33,6,49,17,81,1,2,2,398,123,3.37,1.39,7.6,0.6,4.9,8.0,1.65,Left,No
9,1970,RP,Danny Frisella,24,8,3,0.727,3.02,30,1,8,0,0,1,65.2,49,23,22,4,34,11,54,0,0,3,279,134,3.34,1.264,6.7,0.5,4.7,7.4,1.59,Right,No
10,1970,RP,Rich Folkers,23,0,2,0.0,6.44,16,1,5,0,0,2,29.1,36,21,21,6,25,4,15,0,1,2,145,63,6.83,2.08,11.0,1.8,7.7,4.6,0.6,Left,No
11,1970,RP,Don Cardwell,34,0,2,0.0,6.48,16,1,2,0,0,0,25.0,31,19,18,3,6,1,8,3,0,1,112,63,4.64,1.48,11.2,1.1,2.2,2.9,1.33,Right,No
12,1970,,Cal Koonce,29,0,2,0.0,3.27,13,0,8,0,0,0,22.0,25,9,8,2,14,5,10,1,0,0,99,125,4.96,1.773,10.2,0.8,5.7,4.1,0.71,Right,No
13,1970,,Ron Herbel,32,2,2,0.5,1.38,12,0,7,0,0,1,13.0,14,3,2,1,2,1,8,0,0,0,54,298,2.87,1.231,9.7,0.7,1.4,5.5,4.0,Right,No
14,1970,,Dean Chance,29,0,1,0.0,13.5,3,0,2,0,0,1,2.0,3,3,3,0,2,1,0,0,0,1,10,35,5.64,2.5,13.5,0.0,9.0,0.0,0.0,Right,No
1,1969,SP,Tom Seaver,24,25,7,0.781,2.21,36,35,1,18,5,0,273.1,202,75,67,24,82,9,208,7,1,8,1089,165,3.11,1.039,6.7,0.8,2.7,6.8,2.54,Right,No
2,1969,SP,Jerry Koosman,26,17,9,0.654,2.28,32,32,0,16,6,0,241.0,187,66,61,14,68,11,180,4,2,7,957,160,2.67,1.058,7.0,0.5,2.5,6.7,2.65,Left,No
3,1969,SP,Gary Gentry,22,13,12,0.52,3.43,35,35,0,6,3,0,233.2,192,94,89,24,81,5,154,5,0,9,962,106,3.63,1.168,7.4,0.9,3.1,5.9,1.9,Right,No
4,1969,SP,Don Cardwell,33,8,10,0.444,3.01,30,21,2,4,0,0,152.1,145,63,51,15,47,10,60,5,0,8,635,121,4.03,1.26,8.6,0.9,2.8,3.5,1.28,Right,No
5,1969,SP,Jim McAndrew,25,6,7,0.462,3.47,27,21,3,4,2,0,135.0,112,57,52,12,44,6,90,2,0,7,553,105,3.35,1.156,7.5,0.8,2.9,6.0,2.05,Right,No
6,1969,CL,Ron Taylor,31,9,4,0.692,2.72,59,0,44,0,0,13,76.0,61,23,23,7,24,6,42,1,0,1,300,134,3.59,1.118,7.2,0.8,2.8,5.0,1.75,Right,No
7,1969,RP,Tug McGraw,24,9,3,0.75,2.24,42,4,26,1,0,12,100.1,89,31,25,6,47,7,92,0,0,8,424,163,2.86,1.355,8.0,0.5,4.2,8.3,1.96,Left,No
8,1969,RP,Nolan Ryan,22,6,3,0.667,3.53,25,10,4,2,0,1,89.1,60,38,35,3,53,3,92,1,3,1,375,104,2.7,1.265,6.0,0.3,5.3,9.3,1.74,Right,No
9,1969,RP,Cal Koonce,28,6,3,0.667,4.99,40,0,19,0,0,7,83.0,85,53,46,8,42,8,48,3,1,4,367,73,4.23,1.53,9.2,0.9,4.6,5.2,1.14,Right,No
10,1969,RP,Jack DiLauro,26,1,4,0.2,2.4,23,4,8,0,0,1,63.2,50,19,17,4,18,5,27,0,0,2,256,152,3.33,1.068,7.1,0.6,2.5,3.8,1.5,Left,No
11,1969,,Al Jackson,33,0,0,0.0,10.64,9,0,1,0,0,0,11.0,18,13,13,1,4,0,10,1,0,0,58,35,3.24,2.0,14.7,0.8,3.3,8.2,2.5,Left,No
12,1969,,Danny Frisella,23,0,0,0.0,7.71,3,0,0,0,0,0,4.2,8,4,4,1,3,0,5,0,0,1,24,51,5.08,2.357,15.4,1.9,5.8,9.6,1.67,Right,No
13,1969,,Jesse Hudson,20,0,0,0.0,4.5,1,0,1,0,0,0,2.0,2,1,1,0,2,0,3,0,0,0,10,98,2.51,2.0,9.0,0.0,9.0,13.5,1.5,Left,No
14,1969,,Bob Johnson,26,0,0,0.0,0.0,2,0,2,0,0,1,1.2,1,0,0,0,1,0,1,0,0,0,7,0,3.11,1.2,5.4,0.0,5.4,5.4,1.0,Right,No
15,1969,,Les Rohr,23,0,0,0.0,20.25,1,0,0,0,0,0,1.1,5,4,3,0,1,0,0,0,1,0,10,24,4.76,4.5,33.8,0.0,6.8,0.0,0.0,Left,No
1,1968,SP,Tom Seaver,23,16,12,0.571,2.2,36,35,1,14,5,1,278.0,224,73,68,15,48,5,205,8,1,8,1088,137,2.22,0.978,7.3,0.5,1.6,6.6,4.27,Right,No
2,1968,SP,Jerry Koosman,25,19,12,0.613,2.08,35,34,0,17,7,0,263.2,221,72,61,16,69,7,178,8,0,8,1058,145,2.7,1.1,7.5,0.5,2.4,6.1,2.58,Left,No
3,1968,SP,Don Cardwell,32,7,13,0.35,2.95,29,25,1,5,1,1,180.0,156,69,59,9,50,11,82,10,1,7,747,103,3.12,1.144,7.8,0.5,2.5,4.1,1.64,Right,No
4,1968,SP,Dick Selma,24,9,10,0.474,2.75,33,23,3,4,3,0,170.1,148,63,52,11,54,5,117,5,0,7,703,110,2.89,1.186,7.8,0.6,2.9,6.2,2.17,Right,No
5,1968,SP,Nolan Ryan,21,6,9,0.4,3.09,21,18,1,3,0,0,134.0,93,50,46,12,75,4,133,4,0,7,559,98,3.33,1.254,6.2,0.8,5.0,8.9,1.77,Right,No
6,1968,SP,Jim McAndrew,24,4,7,0.364,2.28,12,12,0,2,1,0,79.0,66,20,20,5,17,4,46,4,0,4,314,133,2.84,1.051,7.5,0.6,1.9,5.2,2.71,Right,No
7,1968,CL,Ron Taylor,30,1,5,0.167,2.7,58,0,44,0,0,14,76.2,64,24,23,4,18,9,49,1,0,0,307,112,2.53,1.07,7.5,0.5,2.1,5.8,2.72,Right,No
8,1968,RP,Cal Koonce,27,6,4,0.6,2.42,55,2,31,0,0,11,96.2,80,27,26,4,32,11,50,1,0,4,385,125,2.91,1.159,7.4,0.4,3.0,4.7,1.56,Right,No
9,1968,RP,Al Jackson,32,3,7,0.3,3.69,25,9,7,0,0,3,92.2,88,42,38,5,17,6,59,2,0,0,376,82,2.43,1.133,8.5,0.5,1.7,5.7,3.47,Left,No
10,1968,RP,Danny Frisella,22,2,4,0.333,3.91,19,4,10,0,0,2,50.2,53,23,22,5,17,0,47,0,0,4,216,78,2.82,1.382,9.4,0.9,3.0,8.3,2.76,Right,No
11,1968,RP,Bill Short,30,0,3,0.0,4.85,34,0,13,0,0,1,29.2,24,17,16,0,14,1,24,1,0,5,128,63,2.28,1.281,7.3,0.0,4.2,7.3,1.71,Left,No
12,1968,,Bill Connors,26,0,1,0.0,9.0,9,0,3,0,0,0,14.0,21,14,14,0,7,1,8,1,0,1,72,35,2.96,2.0,13.5,0.0,4.5,5.1,1.14,Right,No
13,1968,,Don Shaw,24,0,0,0.0,0.75,7,0,3,0,0,0,12.0,3,1,1,1,5,0,11,0,0,3,41,419,2.89,0.667,2.3,0.8,3.8,8.3,2.2,Left,No
14,1968,,Les Rohr,22,0,2,0.0,4.5,2,1,1,0,0,0,6.0,9,4,3,0,7,3,5,0,1,1,34,73,4.22,2.667,13.5,0.0,10.5,7.5,0.71,Left,No
1,1967,SP,Tom Seaver,22,16,13,0.552,2.76,35,34,1,18,2,0,251.0,224,85,77,19,78,6,170,5,0,5,1029,122,3.16,1.203,8.0,0.7,2.8,6.1,2.18,Right,No
2,1967,SP,Jack Fisher,28,9,18,0.333,4.7,39,30,3,7,1,0,220.1,251,121,115,21,64,10,117,4,1,5,958,72,3.64,1.43,10.3,0.9,2.6,4.8,1.83,Right,No
3,1967,SP,Don Cardwell,31,5,9,0.357,3.57,26,16,3,3,3,0,118.1,112,55,47,8,39,8,71,7,1,5,498,95,3.38,1.276,8.5,0.6,3.0,5.4,1.82,Right,No
4,1967,SP,Bob Shaw,34,3,9,0.25,4.29,23,13,5,3,1,0,98.2,105,54,47,9,28,9,49,2,0,4,420,79,3.64,1.348,9.6,0.8,2.6,4.5,1.75,Right,No
5,1967,SP,Danny Frisella,21,1,6,0.143,3.41,14,11,1,0,0,0,74.0,68,32,28,6,33,1,51,0,0,1,316,100,3.55,1.365,8.3,0.7,4.0,6.2,1.55,Right,No
6,1967,SP,Bob Hendley,28,3,3,0.5,3.44,15,13,2,2,0,0,70.2,65,35,27,11,28,4,36,1,0,1,304,99,4.77,1.316,8.3,1.4,3.6,4.6,1.29,Left,No
7,1967,CL,Ron Taylor,29,4,6,0.4,2.34,50,0,31,0,0,8,73.0,60,21,19,1,23,14,46,1,2,1,297,145,2.44,1.137,7.4,0.1,2.8,5.7,2.0,Right,No
8,1967,RP,Dick Selma,23,2,4,0.333,2.77,38,4,12,0,0,2,81.1,71,29,25,3,36,6,52,2,0,5,341,123,3.14,1.316,7.9,0.3,4.0,5.8,1.44,Right,No
9,1967,RP,Don Shaw,23,4,5,0.444,2.98,40,0,18,0,0,3,51.1,40,19,17,5,23,5,44,0,0,0,216,114,3.44,1.227,7.0,0.9,4.0,7.7,1.91,Left,No
10,1967,RP,Hal Reniff,28,3,3,0.5,3.35,29,0,16,0,0,4,43.0,42,20,16,1,23,4,21,1,0,4,191,102,3.54,1.512,8.8,0.2,4.8,4.4,0.91,Right,No
11,1967,RP,Jack Hamilton,28,2,0,1.0,3.73,17,1,9,0,0,1,31.1,24,15,13,2,16,5,22,1,0,3,135,92,3.59,1.277,6.9,0.6,4.6,6.3,1.38,Right,No
12,1967,,Bill Denehy,21,1,7,0.125,4.7,15,8,1,0,0,0,53.2,51,38,28,8,29,2,35,0,0,6,240,73,4.79,1.491,8.6,1.3,4.9,5.9,1.21,Right,No
13,1967,,Cal Koonce,26,3,3,0.5,2.8,11,6,1,2,1,0,45.0,45,16,14,2,7,1,24,0,0,0,183,122,2.52,1.156,9.0,0.4,1.4,4.8,3.43,Right,No
14,1967,,Jack Lamabe,30,0,3,0.0,3.98,16,2,8,0,0,1,31.2,24,15,14,4,8,1,23,0,0,2,129,86,3.49,1.011,6.8,1.1,2.3,6.5,2.88,Right,No
15,1967,,Bill Graham,30,1,2,0.333,2.63,5,3,0,1,0,0,27.1,20,10,8,3,11,0,14,0,0,0,111,130,4.15,1.134,6.6,1.0,3.6,4.6,1.27,Right,No
16,1967,,Dennis Bennett,27,1,1,0.5,5.13,8,6,1,0,0,0,26.1,37,15,15,4,7,1,14,1,0,1,121,67,4.36,1.671,12.6,1.4,2.4,4.8,2.0,Left,No
17,1967,,Jerry Koosman,24,0,2,0.0,6.04,9,3,1,0,0,0,22.1,22,17,15,3,19,4,11,0,1,0,105,57,5.85,1.836,8.9,1.2,7.7,4.4,0.58,Left,No
18,1967,,Chuck Estrada,29,1,2,0.333,9.41,9,2,0,0,0,0,22.0,28,24,23,5,17,1,15,1,0,4,106,37,6.58,2.045,11.5,2.0,7.0,6.1,0.88,Right,No
19,1967,,Tug McGraw,22,0,3,0.0,7.79,4,4,0,0,0,0,17.1,13,16,15,3,13,2,18,0,0,4,78,44,4.96,1.5,6.8,1.6,6.8,9.3,1.38,Left,No
20,1967,,Les Rohr,21,2,1,0.667,2.12,3,3,0,0,0,0,17.0,13,7,4,1,9,0,15,0,0,0,71,164,3.13,1.294,6.9,0.5,4.8,7.9,1.67,Left,No
21,1967,,Joe Grzenda,30,0,0,0.0,2.16,11,0,3,0,0,0,16.2,14,4,4,0,8,4,9,1,0,1,70,161,3.08,1.32,7.6,0.0,4.3,4.9,1.13,Left,No
22,1967,,Bill Connors,25,0,0,0.0,6.23,6,1,3,0,0,0,13.0,8,9,9,3,5,0,13,1,0,0,54,56,4.92,1.0,5.5,2.1,3.5,9.0,2.6,Right,No
23,1967,,Billy Wynne,23,0,0,0.0,3.12,6,1,3,0,0,0,8.2,12,4,3,0,2,0,4,0,0,0,41,114,2.31,1.615,12.5,0.0,2.1,4.2,2.0,Right,No
24,1967,,Nick Willhite,26,0,1,0.0,8.64,4,1,0,0,0,0,8.1,9,8,8,1,5,0,9,0,1,2,40,41,3.74,1.68,9.7,1.1,5.4,9.7,1.8,Left,No
25,1967,,Jerry Hinsley,22,0,0,0.0,3.6,2,0,1,0,0,0,5.0,6,2,2,0,4,0,3,0,0,0,23,102,3.74,2.0,10.8,0.0,7.2,5.4,0.75,Right,No
26,1967,,Ralph Terry,31,0,0,0.0,0.0,2,0,1,0,0,0,3.1,1,0,0,0,0,0,5,0,0,0,11,0,-0.46,0.3,2.7,0.0,0.0,13.5,0.0,Right,No
27,1967,,Al Schmelz,23,0,0,0.0,3.0,2,0,2,0,0,0,3.0,4,1,1,1,1,0,2,0,0,0,12,130,6.54,1.667,12.0,3.0,3.0,6.0,2.0,Right,No
1,1966,SP,Jack Fisher,27,11,14,0.44,3.68,38,33,4,10,2,0,230.0,229,108,94,26,54,2,127,8,0,12,960,99,3.73,1.23,9.0,1.0,2.1,5.0,2.35,Right,No
2,1966,SP,Dennis Ribant,24,11,9,0.55,3.2,39,26,6,10,1,3,188.1,184,78,67,20,40,5,84,1,0,6,779,114,3.7,1.189,8.8,1.0,1.9,4.0,2.1,Right,No
3,1966,SP,Bob Shaw,33,11,10,0.524,3.92,26,25,0,7,2,0,167.2,171,85,73,12,42,1,104,7,2,8,710,93,3.12,1.27,9.2,0.6,2.3,5.6,2.48,Right,No
4,1966,SP,Bob Friend,35,5,8,0.385,4.4,22,12,8,2,1,1,86.0,101,52,42,11,16,6,30,1,1,0,373,83,4.11,1.36,10.6,1.2,1.7,3.1,1.88,Right,No
5,1966,SP,Tug McGraw,21,2,9,0.182,5.34,15,12,0,1,0,0,62.1,72,38,37,11,25,2,34,0,0,4,276,69,4.96,1.556,10.4,1.6,3.6,4.9,1.36,Left,No
6,1966,CL,Jack Hamilton,27,6,13,0.316,3.93,57,13,29,3,1,13,148.2,138,89,65,13,88,4,93,5,0,18,662,93,4.32,1.52,8.4,0.8,5.3,5.6,1.06,Right,No
7,1966,RP,Rob Gardner,21,4,8,0.333,5.12,41,17,5,3,0,1,133.2,147,82,76,15,64,4,74,3,0,8,597,71,4.41,1.579,9.9,1.0,4.3,5.0,1.16,Left,No
8,1966,RP,Dick Selma,22,4,6,0.4,4.24,30,7,7,0,0,1,80.2,84,47,38,11,39,5,58,3,0,4,355,86,4.45,1.525,9.4,1.2,4.4,6.5,1.49,Right,No
9,1966,RP,Bill Hepler,20,3,3,0.5,3.52,37,3,13,0,0,0,69.0,71,30,27,3,51,6,25,3,0,9,318,104,4.74,1.768,9.3,0.4,6.7,3.3,0.49,Left,No
10,1966,RP,Darrell Sutherland,24,2,0,1.0,4.87,31,0,9,0,0,1,44.1,60,25,24,6,25,8,23,2,0,1,207,75,5.1,1.917,12.2,1.2,5.1,4.7,0.92,Right,No
11,1966,,Larry Bearnarth,25,2,3,0.4,4.45,29,1,12,0,0,0,54.2,59,31,27,11,20,6,27,1,0,2,238,83,5.33,1.445,9.7,1.8,3.3,4.4,1.35,Right,No
12,1966,,Gerry Arrigo,25,3,3,0.5,3.74,17,5,5,0,0,0,43.1,47,20,18,5,16,2,28,0,0,1,194,98,3.87,1.454,9.8,1.0,3.3,5.8,1.75,Left,No
13,1966,,Dave Eilers,29,1,1,0.5,4.67,23,0,12,0,0,0,34.2,39,18,18,7,7,2,14,1,0,0,147,79,5.06,1.327,10.1,1.8,1.8,3.6,2.0,Right,No
14,1966,,Ralph Terry,30,0,1,0.0,4.74,11,1,6,0,0,1,24.2,27,14,13,1,11,1,14,0,0,0,104,78,3.28,1.541,9.9,0.4,4.0,5.1,1.27,Right,No
15,1966,,Dick Rusteck,24,1,2,0.333,3.0,8,3,3,1,1,0,24.0,24,10,8,1,8,0,9,0,0,0,96,124,3.35,1.333,9.0,0.4,3.0,3.4,1.13,Left,No
16,1966,,Gordie Richardson,27,0,2,0.0,9.16,15,1,2,0,0,1,18.2,24,19,19,7,6,1,15,0,0,2,86,41,6.79,1.607,11.6,3.4,2.9,7.2,2.5,Left,No
